subject_name,subject_code,subject_map,subject_type,relationship,pred_name,pred_code,pred_map,pred_type
Arandic language group,,,language term,narrower term,Arrernte / Aranda language,C8,NT SG53-02,language term
Arandic language group,,,language term,narrower term,Ayerrerenge / Yuruwinga language,G12,NT SF54-05,language term
Arandic language group,,,language term,narrower term,Kaytetye / Kaytej language,C13,NT SF53-06,language term
Arandic language group,,,language term,narrower term,Pertame language,C8,NT SF53-14,language term
Arandic language group,,,language term,narrower term,Western Arrernte language,C8,NT SF53-13,language term
Arawari language,K28,WA SD52-06,language term,use for,,K28,,language code
Arawari people,K28,WA SD52-06,people term,use,Wolyamidi people,K26,WA SD52-13,people term
Aritinngithig language,Y34,Qld SD54-07,language term,use for,Adidingithig language,Y35,Qld SD54-07,language term
Aritinngithig language,Y34,Qld SD54-07,language term,use for,,Y34,,language code
Aritinngithig language,Y34,Qld SD54-07,language term,use for,,Y35,,language code
Aritinngithig language,Y34,Qld SD54-07,language term,broader term,Northern Paman languages,,,language term
Aritinngithig language,Y34,Qld SD54-07,language term,narrower term,Ladamngid language,Y30,Qld SD54-03,language term
Aritinngithig people,Y34,Qld SD54-07,people term,use for,Adidingithig people,Y35,Qld SD54-07,people term
Aritinngithig people,Y34,Qld SD54-07,people term,use for,,Y34,,people code
Aritinngithig people,Y34,Qld SD54-07,people term,use for,,Y35,,people code
Arnga language,K37,WA SD52-14,language term,use for,,K37,,language code
Arnga people,K37,WA SD52-14,people term,use,Wolyamidi people,K26,WA SD52-13,people term
Arrernte / Aranda language,C8,NT SG53-02,language term,use for,Aranda language,C8,NT SG53-02,language term
Arrernte / Aranda language,C8,NT SG53-02,language term,use for,,C8,,language code
Arrernte / Aranda language,C8,NT SG53-02,language term,broader term,Arandic language group,,,language term
Arrernte / Aranda people,C8,NT SG53-02,people term,use for,Aranda people,C8,NT SG53-02,people term
Arrernte / Aranda people,C8,NT SG53-02,people term,use for,,C8,,people code
Arrernte / Aranda people,C8,NT SG53-02,people term,narrower term,Pertame people,C8,NT SF53-14,people term
Arrernte / Aranda people,C8,NT SG53-02,people term,narrower term,Western Arrernte people,C8,NT SF53-13,people term
"Arrernte language, Southern",C8,NT SF53-14,language term,use,Pertame language,C8,NT SF53-14,language term
"Arrernte language, Western",C8,NT SF53-13,language term,use,Western Arrernte language,C8,NT SF53-13,language term
"Arrernte people, Southern",C8,NT SF53-14,people term,use,Pertame people,C8,NT SF53-14,people term
"Arrernte people, Western",C8,NT SF53-13,people term,use,Western Arrernte people,C8,NT SF53-13,people term
Awabakal language,S66,NSW SI56-05,language term,use for,,S66,,language code
Awabakal language,S66,NSW SI56-05,language term,broader term,Yuin-Kuric language group,,,language term
Awabakal language,S66,NSW SI56-05,language term,narrower term,Ku-ring-gai / Gameraigal language,S62,NSW SI56-05,language term
Awabakal language,S66,NSW SI56-05,language term,narrower term,Wonnarua / Wanaruah language,S63,NSW SI56-01,language term
Awabakal people,S66,NSW SI56-05,people term,use for,,S66,,people code
Awngdhim language,Y20,Qld SD54-03,language term,use,Anguthimri language,Y20,Qld SD54-03,language term
Awngdhim people,Y20,Qld SD54-03,people term,use,Anguthimri people,Y20,Qld SD54-03,people term
Ayabadhu language,Y60,Qld SD54-12,language term,use for,Ayapathu language,Y60,Qld SD54-12,language term
Ayabadhu language,Y60,Qld SD54-12,language term,use for,,Y60,,language code
Ayabadhu language,Y60,Qld SD54-12,language term,broader term,Middle Paman languages,,,language term
Ayabadhu people,Y60,Qld SD54-12,people term,use for,,Y60,,people code
Ayapathu language,Y60,Qld SD54-12,language term,use,Ayabadhu language,Y60,Qld SD54-12,language term
Ayerrerenge / Yuruwinga language,G12,NT SF54-05,language term,use for,,G12,,language code
Ayerrerenge / Yuruwinga language,G12,NT SF54-05,language term,use for,Yuruwinga language,G12,NT SF54-05,language term
Ayerrerenge / Yuruwinga language,G12,NT SF54-05,language term,broader term,Arandic language group,,,language term
Ayerrerenge / Yuruwinga people,G12,NT SF54-05,people term,use for,,G12,,people code
Ayerrerenge / Yuruwinga people,G12,NT SF54-05,people term,use for,Yuruwinga people,G12,NT SF54-05,people term
Ayerrerenge / Yuruwinga people,G12,NT SF54-05,people term,broader term,Balgalu people,G22,Qld SE54-12,people term
Baana language,E53,Qld SF55-11,language term,use,Barna language,E53,Qld SF55-11,language term
Baana people,E53,Qld SF55-11,people term,use,Barna people,E53,Qld SF55-11,people term
Baanbay language,E8,NSW SH56-06,language term,use for,,E8,,language code
Baanbay language,E8,NSW SH56-06,language term,broader term,Gumbaynggir / Gumbainggirr language,E7,NSW SH56-11,language term
Baanbay people,E8,NSW SH56-06,people term,use for,,E8,,people code
Baanbay people,E8,NSW SH56-06,people term,broader term,Gumbaynggir / Gumbainggirr people,E7,NSW SH56-11,people term
Bachamal language,N6,NT SD52-07,language term,use,Batjamal / Wogait language,N6,NT SD52-07,language term
Bachamal people,N6,NT SD52-07,people term,use,Batjamal / Wogait people,N6,NT SD52-07,people term
Badhun (Gugu-) language,Y128,Qld SE55-05,language term,use,Gugu Badhun language,Y128,Qld SE55-05,language term
Badhun (Gugu-) people,Y128,Qld SE55-05,people term,use,Gugu Badhun people,Y128,Qld SE55-05,people term
Badimaya / Badimia language,A14,WA SH50-03,language term,use for,,A14,,language code
Badimaya / Badimia language,A14,WA SH50-03,language term,use for,Badimia language,A14,WA SH50-03,language term
Badimaya / Badimia language,A14,WA SH50-03,language term,broader term,Kardu languages,,,language term
Badimaya / Badimia people,A14,WA SH50-03,people term,use for,,A14,,people code
Badimaya / Badimia people,A14,WA SH50-03,people term,use for,Badimia people,A14,WA SH50-03,people term
Badimia language,A14,WA SH50-03,language term,use,Badimaya / Badimia language,A14,WA SH50-03,language term
Badimia people,A14,WA SH50-03,people term,use,Badimaya / Badimia people,A14,WA SH50-03,people term
Badjiri / Budjari / Badyidi language,D31,Qld SH55-01,language term,use for,Badyidi language,D31,Qld SH55-01,language term
Badjiri / Budjari / Badyidi language,D31,Qld SH55-01,language term,use for,Budjari language,D31,Qld SH55-01,language term
Badjiri / Budjari / Badyidi language,D31,Qld SH55-01,language term,use for,,D31,,language code
Badjiri / Budjari / Badyidi language,D31,Qld SH55-01,language term,broader term,Karnic language group,,,language term
Badjiri / Budjari / Badyidi people,D31,Qld SH55-01,people term,use for,Badyidi people,D31,Qld SH55-01,people term
Badjiri / Budjari / Badyidi people,D31,Qld SH55-01,people term,use for,Budjari people,D31,Qld SH55-01,people term
Badjiri / Budjari / Badyidi people,D31,Qld SH55-01,people term,use for,,D31,,people code
Badtjala language,E30,Qld SG56-06,language term,use,Butchulla / Batjala / Badtjala language,E30,Qld SG56-06,language term
Badtjala people,E30,Qld SG56-06,people term,use,Butchulla / Batjala / Badtjala people,E30,Qld SG56-06,people term
Badyala language,E30,Qld SG56-06,language term,use,Butchulla / Batjala / Badtjala language,E30,Qld SG56-06,language term
Badyala people,E30,Qld SG56-06,people term,use,Butchulla / Batjala / Badtjala people,E30,Qld SG56-06,people term
Badyidi language,D31,Qld SH55-01,language term,use,Badjiri / Budjari / Badyidi language,D31,Qld SH55-01,language term
Badyidi people,D31,Qld SH55-01,people term,use,Badjiri / Budjari / Badyidi people,D31,Qld SH55-01,people term
Baganha language,Y64,Qld SD54-12,language term,use,Pakanh / Bakanh language,Y64,Qld SD54-12,language term
Baganha people,Y64,Qld SD54-12,people term,use,Pakanh / Bakanh people,Y64,Qld SD54-12,people term
Baganu language,Y64,Qld SD54-12,language term,use,Pakanh / Bakanh language,Y64,Qld SD54-12,language term
Baganu people,Y64,Qld SD54-12,people term,use,Pakanh / Bakanh people,Y64,Qld SD54-12,people term
Bagu language,K44,WA SD52-09,language term,use,Miwa / Bagu language,K44,WA SD52-09,language term
Bagu people,K44,WA SD52-09,people term,use,Miwa / Bagu people,K44,WA SD52-09,people term
Baiali language,E42,Qld SF56-13,language term,use,Bayali / Baiali language,E42,Qld SF56-13,language term
Baiali people,E42,Qld SF56-13,people term,use,Bayali / Baiali people,E42,Qld SF56-13,people term
Bajongwongi language,W1,WA SI50-10,language term,use,Bibbulman language,W1,WA SI50-10,language term
Bajongwongi people,W1,WA SI50-10,people term,use,Bibbulman people,W1,WA SI50-10,people term
Bakanambia language,Y147,Qld SD54-12,language term,use,Lamalama / Bakanambia language,"Y58,Y136,Y140, Y147",Qld SD54-12,language term
Bakanambia people,Y147,Qld SD55-09,people term,use,Walmbarddha / Bakanambia people,Y147,Qld SD55-09,people term
Bakanh language,Y64,Qld SD54-12,language term,use,Pakanh / Bakanh language,Y64,Qld SD54-12,language term
Bakanh people,Y64,Qld SD54-12,people term,use,Pakanh / Bakanh people,Y64,Qld SD54-12,people term
Balamunu language,N149.1,NT SD53-03,language term,use for,,N149.1,,language code
Balardung / Baladon language,W10,WA SH50-15,language term,use for,Maiawongi language,W10,WA SH50-15,language term
Balardung / Baladon language,W10,WA SH50-15,language term,use for,,W10,,language code
Balardung / Baladon language,W10,WA SH50-15,language term,broader term,Noongar / Nyungar / Nyungah languages,W41,WA SI50,language term
Balardung / Baladon people,W10,WA SH50-15,people term,use for,,W10,,people code
Balardung / Baladon people,W10,WA SH50-15,people term,broader term,Noongar / Nyungar / Nyungah people,W41,WA SI50,people term
Balgalu language,G22,Qld SE54-12,language term,use for,,G22,,language code
Balgalu language,G22,Qld SE54-12,language term,broader term,Unclassified languages,,,language term
Balgalu people,G22,Qld SE54-12,people term,use for,,G22,,people code
Balgalu people,G22,Qld SE54-12,people term,narrower term,Ayerrerenge / Yuruwinga people,G12,NT SF54-05,people term
Ballarruk people,W9,WA SH50-14,people term,broader term,Wajuk people,W9,WA SI50-02,people term
Balmawi / Barlmawi language,N94,NT SD53-02,language term,use for,Barlmawi language,N94,NT SD53-02,language term
Balmawi / Barlmawi language,N94,NT SD53-02,language term,use for,,N94,,language code
Balmawi / Barlmawi language,N94,NT SD53-02,language term,broader term,Djinang languages,,NT SD53,language term
Balmawi / Barlmawi people,N94,NT SD53-02,people term,use for,Barlmawi people,N94,NT SD53-02,people term
Balmawi / Barlmawi people,N94,NT SD53-02,people term,use for,,N94,,people code
Balmawi / Barlmawi people,N94,NT SD53-02,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Banambila language,Y88,Qld SD55-13,language term,use for,,Y88,,language code
Banambila language,Y88,Qld SD55-13,language term,broader term,Kuku Nyungkul language,Y90,Qld SD55-13,language term
Banambila people,Y88,Qld SD55-13,people term,use for,,Y88,,people code
Bandjigali / Bandjagali language,D17,NSW SH54-12,language term,use for,Banjagali language,D17,NSW SH54-12,language term
Bandjigali / Bandjagali language,D17,NSW SH54-12,language term,use for,Banjigali language,D17,NSW SH54-12,language term
Bandjigali / Bandjagali language,D17,NSW SH54-12,language term,use for,,D17,,language code
Bandjigali / Bandjagali language,D17,NSW SH54-12,language term,broader term,Paakantjic language group,,,language term
Bandjigali / Bandjagali people,D17,NSW SH54-12,people term,use for,Banjagali people,D17,NSW SH54-12,people term
Bandjigali / Bandjagali people,D17,NSW SH54-12,people term,use for,Banjigali people,D17,NSW SH54-12,people term
Bandjigali / Bandjagali people,D17,NSW SH54-12,people term,use for,,D17,,people code
Bandjin language,Y130,Qld SE55-10,language term,use for,Bandyin language,Y130,Qld SE55-10,language term
Bandjin language,Y130,Qld SE55-10,language term,use for,,Y130,,language code
Bandjin language,Y130,Qld SE55-10,language term,broader term,Dyirbalic language group,,,language term
Bandjin people,Y130,Qld SE55-10,people term,use for,Bandyin people,Y130,Qld SE55-10,people term
Bandjin people,Y130,Qld SE55-10,people term,use for,,Y130,,people code
Bandyin language,Y130,Qld SE55-10,language term,use,Bandjin language,Y130,Qld SE55-10,language term
Bandyin people,Y130,Qld SE55-10,people term,use,Bandjin people,Y130,Qld SE55-10,people term
Bangerang language,S40,Vic SJ55-02,language term,use for,Banjgaranj language,S40,Vic SJ55-02,language term
Bangerang language,S40,Vic SJ55-02,language term,use for,Banygarany language,S40,Vic SJ55-02,language term
Bangerang language,S40,Vic SJ55-02,language term,use for,Eastern Banygarany language,S40,Vic SJ55-02,language term
Bangerang language,S40,Vic SJ55-02,language term,use for,Pangerang language,S40,Vic SJ55-02,language term
Bangerang language,S40,Vic SJ55-02,language term,use for,,S40,,language code
Bangerang people,S40,Vic SJ55-02,people term,use for,Banjgaranj people,S40,Vic SJ55-02,people term
Bangerang people,S40,Vic SJ55-02,people term,use for,Banygarany people,S40,Vic SJ55-02,people term
Bangerang people,S40,Vic SJ55-02,people term,use for,Eastern Banygarany people,S40,Vic SJ55-02,people term
Bangerang people,S40,Vic SJ55-02,people term,use for,,S40,,people code
Banggarla language,L6,SA SI53-04,language term,use,Parnkalla / Barngarla / Bungala language,L6,SA SI53-04,language term
Banggarla people,L6,SA SI53-04,people term,use,Parnkalla / Barngarla / Bungala / Banggarla people,L6,SA SI53-04,people term
Banidja language,N42,NT SD53-01,language term,use,Limilngan / Buneidja / Buneidya language,N42,NT SD53-01,language term
Banjagali language,D17,NSW SH54-12,language term,use,Bandjigali / Bandjagali language,D17,NSW SH54-12,language term
Banjagali people,D17,NSW SH54-12,people term,use,Bandjigali / Bandjagali people,D17,NSW SH54-12,people term
Banjalang language,E12,NSW SH56-02,language term,use,Bundjalung / Banjalang language,E12,NSW SH56-02,language term
Banjalang people,E12,NSW SH56-02,people term,use,Bundjalung / Banjalang people,E12,NSW SH56-02,people term
Banjgaranj language,S40,Vic SJ55-02,language term,use,Bangerang language,S40,Vic SJ55-02,language term
Banjgaranj people,S40,Vic SJ55-02,people term,use,Bangerang people,S40,Vic SJ55-02,people term
Banjigali language,D17,NSW SH54-12,language term,use,Bandjigali / Bandjagali language,D17,NSW SH54-12,language term
Banjigali people,D17,NSW SH54-12,people term,use,Bandjigali / Bandjagali people,D17,NSW SH54-12,people term
Banjima language,A53,WA SF50-11,language term,use for,,A53,,language code
Banjima language,A53,WA SF50-11,language term,broader term,Ngayarda languages,,,language term
Banjima people,A53,WA SF50-11,people term,use for,,A53,,people code
Banjima people,A53,WA SF50-11,people term,use for,Banyjima people,A53,WA SF50-11,people term
Banjima people,A53,WA SF50-11,people term,use for,Panyjima people,A53,WA SF50-11,people term
Banygarany language,S40,Vic SJ55-02,language term,use,Bangerang language,S40,Vic SJ55-02,language term
Banygarany people,S40,Vic SJ55-02,people term,use,Bangerang people,S40,Vic SJ55-02,people term
Banyjima people,A53,WA SF50-11,people term,use,Banjima people,A53,WA SF50-11,people term
Baraba Baraba language,D5,NSW SI55-13,language term,use for,Baraparapa language,D5,NSW SI55-13,language term
Baraba Baraba language,D5,NSW SI55-13,language term,use for,Beraba Beraba language,D5,NSW SI55-13,language term
